Client,E-DMS,PB-E,MQL,ME,Response Count,Bounce count,WON,Date,Inboxes,Prospects Count,Week,Month,Year,MQL Diff,ME Diff,WON Diff,Client Name,Sequencer,Negative,Out of Office Accumulated,Human Replies,Human Replies Accumulated,Out of Office,Schedule volume for Today,Schedule volume for Tomorrow,Schedule volume for Day after tomorrow,Invitations sent,Schedule volume for Today (Aimfox),Schedule volume for Tomorrow (Aimfox),Schedule volume for Day after tomorrow (Aimfox)
55,807,,,,5,1,,2026-02-24,85,1271,,,,,,,,Bizon,,923,1,535,12,806,354,300,,,,
25,0,,,,0,0,,2026-02-24,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-02-24,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,374,,,,15,0,,2026-02-24,75,5526,,,,,,,,Bizon,,545,6,320,11,374,221,0,,,,
65,385,,,,6,1,,2026-02-24,40,520,,,,,,,,Bizon,,409,3,311,3,384,381,200,,,,
73,383,,,,4,2,,2026-02-24,39,1888,,,,,,,,Bizon,,151,3,474,2,381,372,105,,,,
67,691,,,,14,0,,2026-02-24,70,0,,,,,,,,Bizon,,63,13,268,1,691,700,692,,,,
12,1,,,,2,0,,2026-02-24,35,642,,,,,,,,Bizon,,325,1,407,1,1,0,176,,,,
2,228,,,,4,1,,2026-02-24,90,0,,,,,,,,Bizon,,844,2,467,3,227,27,0,,,,
74,223,,,,7,0,,2026-02-24,75,1173,,,,,,,,Bizon,,124,2,52,5,223,288,210,,,,
79,370,,,,15,0,,2026-02-24,40,1982,,,,,,,,Bizon,,170,8,99,8,370,206,0,,,,
76,277,,,,20,0,,2026-02-24,40,2305,,,,,,,,Bizon,,223,5,48,19,353,400,400,,,,
28,0,,,,0,0,,2026-02-24,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
77,0,,,,0,0,,2026-02-24,50,5,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
11,0,,,,0,0,,2026-02-25,100,128,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,688,,,,24,13,,2026-02-25,70,3025,,,,,,,,Bizon,,832,6,508,23,675,700,700,,,,
36,635,,,,13,0,,2026-02-25,107,4939,,,,,,,,Bizon,,1759,11,1169,11,635,115,360,,,,
54,449,,,,4,0,,2026-02-25,45,1787,,,,,,,,Bizon,,412,2,305,4,449,450,443,,,,
55,345,,,,5,0,,2026-02-25,85,1271,,,,,,,,Bizon,,925,5,540,2,345,300,300,,,,
25,0,,,,0,0,,2026-02-25,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-02-25,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,383,,,,11,5,,2026-02-25,75,5526,,,,,,,,Bizon,,557,0,320,12,378,379,72,,,,
65,374,,,,8,0,,2026-02-25,40,520,,,,,,,,Bizon,,410,8,319,1,374,200,200,,,,
73,371,,,,3,1,,2026-02-25,39,1888,,,,,,,,Bizon,,152,4,478,1,370,105,0,,,,
67,696,,,,15,0,,2026-02-25,70,0,,,,,,,,Bizon,,67,13,281,4,696,687,578,,,,
12,0,,,,0,0,,2026-02-25,35,642,,,,,,,,Bizon,,325,0,407,0,0,176,283,,,,
2,26,,,,1,0,,2026-02-25,90,0,,,,,,,,Bizon,,844,1,468,0,26,1,0,,,,
74,138,,,,2,0,,2026-02-25,75,1173,,,,,,,,Bizon,,125,1,53,1,138,210,194,,,,
79,393,,,,13,0,,2026-02-25,40,2839,,,,,,,,Bizon,,184,0,99,14,393,457,298,,,,
76,334,,,,19,0,,2026-02-25,40,2305,,,,,,,,Bizon,,241,5,53,18,388,400,375,,,,
28,0,,,,0,0,,2026-02-25,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
77,0,,,,0,0,,2026-02-25,50,5,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
82,300,,,,18,0,,2026-02-25,30,1024,,,,,,,,Bizon,,11,8,8,11,300,300,300,,,,
11,0,,,,0,0,,2026-02-26,100,128,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,692,,,,8,3,,2026-02-26,70,3025,,,,,,,,Bizon,,838,4,512,6,689,677,0,,,,
36,65,,,,6,0,,2026-02-26,107,4939,,,,,,,,Bizon,,1762,6,1175,3,65,372,0,,,,
54,449,,,,3,1,,2026-02-26,45,1787,,,,,,,,Bizon,,413,3,308,1,448,443,0,,,,
55,299,,,,2,0,,2026-02-26,85,1271,,,,,,,,Bizon,,928,2,542,3,299,300,0,,,,
25,0,,,,0,0,,2026-02-26,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-02-26,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,376,,,,13,2,,2026-02-26,75,5526,,,,,,,,Bizon,,564,6,326,7,374,72,0,,,,
65,181,,,,5,1,,2026-02-26,40,520,,,,,,,,Bizon,,411,4,323,1,180,200,0,,,,
73,390,,,,8,3,,2026-02-26,39,3163,,,,,,,,Bizon,,155,6,484,3,387,390,0,,,,
67,691,,,,11,1,,2026-02-26,70,0,,,,,,,,Bizon,,69,8,289,2,690,585,0,,,,
12,175,,,,3,0,,2026-02-26,35,642,,,,,,,,Bizon,,329,0,407,4,175,283,0,,,,
2,1,,,,0,0,,2026-02-26,90,0,,,,,,,,Bizon,,844,0,468,0,1,0,0,,,,
74,60,,,,5,0,,2026-02-26,75,1173,,,,,,,,Bizon,,127,4,57,2,60,194,0,,,,
79,427,,,,14,1,,2026-02-26,40,2839,,,,,,,,Bizon,,192,6,105,8,426,296,0,,,,
76,276,,,,15,2,,2026-02-26,40,2305,,,,,,,,Bizon,,258,3,56,17,349,377,0,,,,
28,0,,,,0,0,,2026-02-26,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
77,0,,,,0,0,,2026-02-26,50,2542,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
82,298,,,,17,6,,2026-02-26,30,1024,,,,,,,,Bizon,,20,8,16,9,293,300,0,,,,
11,0,,,,0,0,,2026-02-27,100,128,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,661,,,,8,3,,2026-02-27,70,3025,,,,,,,,Bizon,,846,2,514,8,658,3,0,,,,
36,320,,,,9,0,,2026-02-27,107,4939,,,,,,,,Bizon,,1777,7,1182,15,320,0,0,,,,
54,443,,,,3,0,,2026-02-27,45,1787,,,,,,,,Bizon,,415,3,311,2,443,0,0,,,,
55,296,,,,3,0,,2026-02-27,85,1271,,,,,,,,Bizon,,930,3,545,2,296,0,0,,,,
25,0,,,,0,0,,2026-02-27,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-02-27,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,71,,,,2,0,,2026-02-27,75,5526,,,,,,,,Bizon,,568,0,326,4,71,0,0,,,,
65,199,,,,3,1,,2026-02-27,40,520,,,,,,,,Bizon,,414,3,326,3,198,0,0,,,,
73,390,,,,6,0,,2026-02-27,39,4899,,,,,,,,Bizon,,161,7,491,6,390,0,0,,,,
67,581,,,,8,0,,2026-02-27,70,0,,,,,,,,Bizon,,73,5,294,4,581,0,0,,,,
12,281,,,,2,0,,2026-02-27,35,642,,,,,,,,Bizon,,331,1,408,2,281,0,0,,,,
74,44,,,,4,0,,2026-02-27,75,1173,,,,,,,,Bizon,,129,2,59,2,44,117,0,,,,
79,287,,,,7,1,,2026-02-27,40,2839,,,,,,,,Bizon,,198,2,107,6,286,0,0,,,,
76,307,,,,15,3,,2026-02-27,40,2305,,,,,,,,Bizon,,273,4,60,15,372,0,0,,,,
82,298,,,,15,2,,2026-02-27,30,1024,,,,,,,,Bizon,,31,3,19,11,296,0,0,,,,
2,0,,,,0,0,,2026-02-27,90,0,,,,,,,,Bizon,,844,0,468,0,0,0,0,,,,
77,0,,,,0,0,,2026-02-27,50,2542,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
28,0,,,,0,0,,2026-02-27,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,0,,,,0,0,,2026-02-28,100,128,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,0,,,,0,0,,2026-02-28,70,3025,,,,,,,,Bizon,,846,0,514,0,0,0,700,,,,
36,0,,,,0,1,,2026-02-28,107,4939,,,,,,,,Bizon,,1777,0,1182,0,0,0,647,,,,
54,0,,,,0,0,,2026-02-28,45,1787,,,,,,,,Bizon,,415,0,311,0,0,0,450,,,,
55,0,,,,0,0,,2026-02-28,85,1271,,,,,,,,Bizon,,930,0,545,0,0,0,230,,,,
25,0,,,,0,0,,2026-02-28,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-02-28,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,0,,,,0,0,,2026-02-28,75,5526,,,,,,,,Bizon,,568,0,326,0,0,0,399,,,,
65,0,,,,0,0,,2026-02-28,40,520,,,,,,,,Bizon,,414,0,326,0,0,0,274,,,,
73,0,,,,0,0,,2026-02-28,39,4899,,,,,,,,Bizon,,161,1,492,0,0,0,390,,,,
67,0,,,,0,0,,2026-02-28,70,0,,,,,,,,Bizon,,73,0,294,0,0,0,439,,,,
12,0,,,,0,0,,2026-02-28,35,642,,,,,,,,Bizon,,331,0,408,0,0,0,138,,,,
74,0,,,,0,0,,2026-02-28,75,1173,,,,,,,,Bizon,,129,0,59,0,0,0,365,,,,
79,0,,,,0,0,,2026-02-28,40,2839,,,,,,,,Bizon,,198,0,107,0,0,0,187,,,,
76,0,,,,0,0,,2026-02-28,40,2305,,,,,,,,Bizon,,274,0,60,1,0,0,44,,,,
82,0,,,,1,0,,2026-02-28,30,1024,,,,,,,,Bizon,,31,1,20,0,0,0,300,,,,
2,0,,,,0,0,,2026-02-28,90,0,,,,,,,,Bizon,,844,0,468,0,0,0,1,,,,
77,0,,,,0,0,,2026-02-28,50,2542,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
28,0,,,,0,0,,2026-02-28,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,0,,,,0,0,,2026-03-01,100,0,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,0,,,,0,0,,2026-03-01,70,0,,,,,,,,Bizon,,846,0,514,0,0,700,700,,,,
36,0,,,,0,0,,2026-03-01,107,0,,,,,,,,Bizon,,1777,1,1183,0,0,647,38,,,,
54,0,,,,0,0,,2026-03-01,45,0,,,,,,,,Bizon,,415,0,311,0,0,450,240,,,,
55,0,,,,0,0,,2026-03-01,85,0,,,,,,,,Bizon,,930,0,545,0,0,230,6,,,,
25,0,,,,0,0,,2026-03-01,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-01,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,0,,,,0,0,,2026-03-01,75,0,,,,,,,,Bizon,,568,0,326,0,0,399,148,,,,
65,0,,,,0,0,,2026-03-01,40,0,,,,,,,,Bizon,,414,0,326,0,0,274,200,,,,
73,0,,,,0,0,,2026-03-01,39,0,,,,,,,,Bizon,,161,1,493,0,0,390,390,,,,
67,0,,,,1,0,,2026-03-01,70,0,,,,,,,,Bizon,,73,1,295,0,0,439,59,,,,
12,0,,,,0,0,,2026-03-01,35,0,,,,,,,,Bizon,,331,0,408,0,0,138,31,,,,
74,0,,,,0,0,,2026-03-01,75,0,,,,,,,,Bizon,,129,0,59,0,0,365,281,,,,
79,0,,,,0,0,,2026-03-01,40,0,,,,,,,,Bizon,,198,0,107,0,0,187,415,,,,
76,0,,,,1,0,,2026-03-01,40,0,,,,,,,,Bizon,,274,1,61,0,0,44,150,,,,
82,0,,,,0,0,,2026-03-01,30,0,,,,,,,,Bizon,,31,0,20,0,0,300,299,,,,
2,0,,,,0,0,,2026-03-01,90,0,,,,,,,,Bizon,,844,0,468,0,0,1,0,,,,
77,0,,,,0,0,,2026-03-01,50,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
28,0,,,,0,0,,2026-03-01,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
92,0,,,,0,0,,2026-03-01,140,0,,,,,,,,Bizon,,0,80,80,0,0,0,0,,,,
11,0,,,,0,0,,2026-03-02,100,338,,,,,,,,Bizon,,1429,0,1104,0,0,0,0,,,,
5,691,,,,7,2,,2026-03-02,70,0,,,,,,,,Bizon,,853,2,516,7,689,700,624,,,,
36,593,,,,15,2,,2026-03-02,107,0,,,,,,,,Bizon,,1790,8,1191,13,591,50,38,,,,
54,450,,,,4,0,,2026-03-02,45,0,,,,,,,,Bizon,,422,1,312,7,450,240,8,,,,
55,229,,,,3,0,,2026-03-02,85,0,,,,,,,,Bizon,,931,4,549,1,229,6,11,,,,
25,0,,,,0,0,,2026-03-02,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-02,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,392,,,,10,2,,2026-03-02,75,0,,,,,,,,Bizon,,577,3,329,9,390,148,1,,,,
65,270,,,,5,1,,2026-03-02,40,0,,,,,,,,Bizon,,418,2,328,4,269,200,200,,,,
73,390,,,,1,1,,2026-03-02,39,600,,,,,,,,Bizon,,164,1,494,3,389,390,390,,,,
67,439,,,,11,1,,2026-03-02,70,0,,,,,,,,Bizon,,80,8,303,7,438,59,97,,,,
12,138,,,,4,0,,2026-03-02,35,448,,,,,,,,Bizon,,332,3,411,1,138,350,350,,,,
74,210,,,,9,0,,2026-03-02,75,0,,,,,,,,Bizon,,133,5,64,4,210,431,305,,,,
79,471,,,,6,0,,2026-03-02,40,0,,,,,,,,Bizon,,200,4,111,2,471,393,18,,,,
76,39,,,,4,0,,2026-03-02,40,0,,,,,,,,Bizon,,274,4,65,0,44,150,88,,,,
82,157,,,,7,1,,2026-03-02,30,0,,,,,,,,Bizon,,33,5,25,2,156,0,242,,,,
92,1398,,,,30,5,,2026-03-02,140,0,,,,,,,,Bizon,,18,21,101,18,1393,1398,1235,,,,
2,1,,,,0,0,,2026-03-02,90,0,,,,,,,,Bizon,,844,0,468,0,1,0,0,,,,
77,500,,,,6,2,,2026-03-02,50,0,,,,,,,,Bizon,,3,6,6,3,498,500,500,,,,
28,0,,,,0,0,,2026-03-02,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,336,,,,0,0,,2026-03-03,100,1426,,,,,,,,Bizon,,1429,0,1104,0,336,356,350,,,,
5,686,,,,8,2,,2026-03-03,70,0,,,,,,,,Bizon,,863,1,517,10,684,612,82,,,,
36,0,,,,3,0,,2026-03-03,107,0,,,,,,,,Bizon,,1790,7,1198,0,0,50,38,,,,
54,448,,,,8,0,,2026-03-03,45,1947,,,,,,,,Bizon,,427,5,317,5,448,450,450,,,,
55,6,,,,1,0,,2026-03-03,85,0,,,,,,,,Bizon,,931,1,550,0,6,11,4,,,,
25,0,,,,0,0,,2026-03-03,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-03,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,147,,,,8,1,,2026-03-03,75,0,,,,,,,,Bizon,,583,4,333,6,146,1,0,,,,
65,192,,,,2,0,,2026-03-03,40,0,,,,,,,,Bizon,,418,4,332,0,192,200,186,,,,
73,391,,,,9,2,,2026-03-03,39,600,,,,,,,,Bizon,,171,4,498,7,389,380,0,,,,
67,471,,,,6,4,,2026-03-03,70,577,,,,,,,,Bizon,,85,3,306,5,467,272,1,,,,
12,329,,,,3,0,,2026-03-03,35,448,,,,,,,,Bizon,,336,0,411,4,329,350,350,,,,
74,130,,,,1,0,,2026-03-03,75,0,,,,,,,,Bizon,,133,1,65,0,130,456,479,,,,
79,393,,,,9,0,,2026-03-03,40,0,,,,,,,,Bizon,,203,7,118,3,393,18,0,,,,
76,314,,,,15,0,,2026-03-03,40,0,,,,,,,,Bizon,,286,7,72,12,390,400,378,,,,
82,293,,,,13,3,,2026-03-03,30,443,,,,,,,,Bizon,,43,5,30,10,290,143,0,,,,
92,1397,,,,35,6,,2026-03-03,140,2495,,,,,,,,Bizon,,34,23,124,16,1391,1400,1400,,,,
2,0,,,,0,0,,2026-03-03,90,0,,,,,,,,Bizon,,844,0,468,0,0,0,0,,,,
77,501,,,,16,2,,2026-03-03,50,2283,,,,,,,,Bizon,,13,7,13,10,499,500,500,,,,
28,0,,,,0,0,,2026-03-03,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
86,398,,,,23,3,,2026-03-03,40,1018,,,,,,,,Bizon,,18,10,10,18,395,400,216,,,,
11,319,,,,7,2,,2026-03-04,100,1426,,,,,,,,Bizon,,1431,7,1111,2,317,337,350,,,,
5,607,,,,16,4,,2026-03-04,70,0,,,,,,,,Bizon,,877,8,525,14,603,84,0,,,,
36,0,,,,1,0,,2026-03-04,107,0,,,,,,,,Bizon,,1790,2,1200,0,0,50,68,,,,
54,450,,,,1,1,,2026-03-04,45,1947,,,,,,,,Bizon,,430,0,317,3,449,450,450,,,,
55,11,,,,1,0,,2026-03-04,85,0,,,,,,,,Bizon,,932,0,550,1,11,4,238,,,,
25,0,,,,0,0,,2026-03-04,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-04,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,1,,,,0,0,,2026-03-04,75,0,,,,,,,,Bizon,,583,0,333,0,1,0,0,,,,
65,198,,,,2,0,,2026-03-04,40,0,,,,,,,,Bizon,,420,1,333,2,198,188,163,,,,
73,380,,,,7,0,,2026-03-04,39,600,,,,,,,,Bizon,,173,7,505,2,380,0,0,,,,
67,271,,,,5,3,,2026-03-04,70,577,,,,,,,,Bizon,,89,6,312,4,268,1,19,,,,
12,335,,,,2,0,,2026-03-04,35,448,,,,,,,,Bizon,,339,2,413,3,335,350,350,,,,
74,155,,,,2,0,,2026-03-04,75,0,,,,,,,,Bizon,,135,2,67,2,155,628,225,,,,
79,460,,,,11,1,,2026-03-04,40,0,,,,,,,,Bizon,,207,9,127,4,459,387,28,,,,
76,313,,,,9,0,,2026-03-04,40,0,,,,,,,,Bizon,,297,4,76,11,392,378,87,,,,
82,140,,,,6,0,,2026-03-04,30,443,,,,,,,,Bizon,,46,3,33,3,140,0,0,,,,
92,1379,,,,32,7,,2026-03-04,140,2495,,,,,,,,Bizon,,47,20,144,13,1372,1400,1400,,,,
86,400,,,,12,6,,2026-03-04,40,1018,,,,,,,,Bizon,,30,3,13,12,394,216,0,,,,
2,0,,,,0,0,,2026-03-04,90,2393,,,,,,,,Bizon,,844,1,469,0,0,0,0,,,,
77,500,,,,7,2,,2026-03-04,50,2283,,,,,,,,Bizon,,18,3,16,5,498,500,500,,,,
28,0,,,,0,0,,2026-03-04,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,307,,,,7,4,,2026-03-05,100,1426,,,,,,,,Bizon,,1439,2,1113,8,303,349,0,,,,
5,81,,,,4,4,,2026-03-05,70,0,,,,,,,,Bizon,,879,2,527,2,77,0,0,,,,
36,639,,,,17,0,,2026-03-05,107,0,,,,,,,,Bizon,,1803,11,1211,13,639,64,0,,,,
54,450,,,,2,1,,2026-03-05,45,1947,,,,,,,,Bizon,,431,1,318,1,449,450,0,,,,
55,434,,,,13,8,,2026-03-05,85,2513,,,,,,,,Bizon,,945,2,552,13,426,441,0,,,,
25,0,,,,0,0,,2026-03-05,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-05,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,0,,,,0,0,,2026-03-05,75,0,,,,,,,,Bizon,,583,0,333,0,0,0,0,,,,
65,197,,,,3,1,,2026-03-05,40,0,,,,,,,,Bizon,,421,3,336,1,196,200,0,,,,
73,388,,,,8,2,,2026-03-05,39,600,,,,,,,,Bizon,,179,3,508,6,386,390,0,,,,
67,698,,,,12,1,,2026-03-05,70,6373,,,,,,,,Bizon,,95,7,319,6,697,700,0,,,,
12,331,,,,2,0,,2026-03-05,35,448,,,,,,,,Bizon,,342,0,413,3,331,350,0,,,,
74,327,,,,8,0,,2026-03-05,75,0,,,,,,,,Bizon,,141,2,69,6,327,355,1,,,,
79,385,,,,7,2,,2026-03-05,40,0,,,,,,,,Bizon,,207,7,134,0,383,28,0,,,,
76,303,,,,18,1,,2026-03-05,40,0,,,,,,,,Bizon,,312,9,85,15,374,87,0,,,,
82,299,,,,9,0,,2026-03-05,30,2034,,,,,,,,Bizon,,49,6,39,3,299,300,0,,,,
92,1364,,,,32,7,,2026-03-05,140,2495,,,,,,,,Bizon,,54,26,170,7,1357,1400,0,,,,
86,215,,,,8,8,,2026-03-05,40,1018,,,,,,,,Bizon,,35,3,16,5,207,1,0,,,,
2,0,,,,0,0,,2026-03-05,90,2393,,,,,,,,Bizon,,844,0,469,0,0,0,0,,,,
77,499,,,,7,5,,2026-03-05,50,2283,,,,,,,,Bizon,,24,3,19,6,494,500,0,,,,
28,0,,,,0,0,,2026-03-05,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,317,,,,8,3,,2026-03-06,100,1426,,,,,,,,Bizon,,1448,4,1117,9,314,0,0,,,,
5,682,,,,3,2,,2026-03-06,70,0,,,,,,,,Bizon,,887,2,529,8,680,5,0,,,,
36,961,,,,24,7,,2026-03-06,107,1335,,,,,,,,Bizon,,1820,18,1229,17,954,0,0,,,,
54,450,,,,5,0,,2026-03-06,45,1947,,,,,,,,Bizon,,432,5,323,1,450,0,0,,,,
55,430,,,,7,3,,2026-03-06,85,2513,,,,,,,,Bizon,,953,4,556,8,427,0,0,,,,
25,0,,,,0,0,,2026-03-06,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-06,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,310,,,,10,0,,2026-03-06,75,0,,,,,,,,Bizon,,594,1,334,11,310,0,0,,,,
65,359,,,,10,2,,2026-03-06,40,441,,,,,,,,Bizon,,429,2,338,8,357,1,0,,,,
73,390,,,,9,1,,2026-03-06,39,600,,,,,,,,Bizon,,186,2,510,7,389,0,0,,,,
67,697,,,,9,2,,2026-03-06,70,6373,,,,,,,,Bizon,,101,4,323,6,695,0,0,,,,
12,337,,,,5,0,,2026-03-06,35,448,,,,,,,,Bizon,,345,3,416,3,337,1,0,,,,
74,73,,,,3,0,,2026-03-06,75,0,,,,,,,,Bizon,,143,1,70,2,73,148,0,,,,
79,387,,,,9,3,,2026-03-06,40,331,,,,,,,,Bizon,,213,3,137,6,384,0,0,,,,
76,270,,,,18,0,,2026-03-06,40,0,,,,,,,,Bizon,,329,5,90,17,315,0,0,,,,
82,294,,,,12,0,,2026-03-06,30,2034,,,,,,,,Bizon,,53,8,47,4,294,0,0,,,,
92,1307,,,,24,6,,2026-03-06,140,2495,,,,,,,,Bizon,,57,25,195,3,1301,0,0,,,,
86,383,,,,8,1,,2026-03-06,40,1040,,,,,,,,Bizon,,41,5,21,6,382,0,0,,,,
2,0,,,,0,0,,2026-03-06,90,2393,,,,,,,,Bizon,,844,0,469,0,0,0,0,,,,
77,499,,,,18,2,,2026-03-06,50,6387,,,,,,,,Bizon,,36,7,26,12,497,0,0,,,,
28,0,,,,0,0,,2026-03-06,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,0,,,,0,0,,2026-03-07,100,1426,,,,,,,,Bizon,,1448,0,1117,0,0,0,350,,,,
5,0,,,,0,0,,2026-03-07,70,0,,,,,,,,Bizon,,887,0,529,0,0,0,700,,,,
36,0,,,,1,0,,2026-03-07,107,1335,,,,,,,,Bizon,,1820,1,1230,0,0,0,407,,,,
54,0,,,,0,0,,2026-03-07,45,1947,,,,,,,,Bizon,,432,1,324,0,0,0,450,,,,
55,0,,,,0,0,,2026-03-07,85,2513,,,,,,,,Bizon,,953,0,556,0,0,0,450,,,,
25,0,,,,0,0,,2026-03-07,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-07,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,0,,,,0,0,,2026-03-07,75,0,,,,,,,,Bizon,,594,0,334,0,0,0,49,,,,
65,0,,,,1,0,,2026-03-07,40,441,,,,,,,,Bizon,,429,1,339,0,0,0,400,,,,
73,0,,,,0,0,,2026-03-07,39,600,,,,,,,,Bizon,,186,1,511,0,0,0,390,,,,
67,0,,,,0,0,,2026-03-07,70,6373,,,,,,,,Bizon,,101,0,323,0,0,0,700,,,,
12,0,,,,0,0,,2026-03-07,35,448,,,,,,,,Bizon,,345,0,416,0,0,0,350,,,,
74,0,,,,0,0,,2026-03-07,75,0,,,,,,,,Bizon,,143,0,70,0,0,0,350,,,,
79,0,,,,0,0,,2026-03-07,40,331,,,,,,,,Bizon,,213,0,137,0,0,0,10,,,,
76,0,,,,0,0,,2026-03-07,40,0,,,,,,,,Bizon,,329,1,91,0,0,0,273,,,,
82,0,,,,0,0,,2026-03-07,30,2034,,,,,,,,Bizon,,53,0,47,0,0,0,300,,,,
92,0,,,,3,0,,2026-03-07,140,2495,,,,,,,,Bizon,,57,4,199,0,0,0,1400,,,,
86,0,,,,0,0,,2026-03-07,40,1040,,,,,,,,Bizon,,41,0,21,0,0,0,400,,,,
2,0,,,,0,0,,2026-03-07,90,2393,,,,,,,,Bizon,,844,0,469,0,0,0,0,,,,
77,0,,,,1,0,,2026-03-07,50,6387,,,,,,,,Bizon,,37,0,26,1,0,0,500,,,,
28,0,,,,0,0,,2026-03-07,45,0,,,,,,,,Bizon,,180,0,520,0,0,0,0,,,,
11,0,,,,1,0,,2026-03-08,100,1426,,,,,,,,Bizon,,1448,1,1118,0,0,350,350,,,,
5,0,,,,0,0,,2026-03-08,70,0,,,,,,,,Bizon,,887,0,529,0,0,700,423,,,,
36,0,,,,0,0,,2026-03-08,107,1335,,,,,,,,Bizon,,1820,0,1230,0,0,407,50,,,,
54,0,,,,0,0,,2026-03-08,45,1947,,,,,,,,Bizon,,432,0,324,0,0,450,450,,,,
55,0,,,,0,0,,2026-03-08,85,2513,,,,,,,,Bizon,,953,0,556,0,0,450,450,,,,
25,0,,,,0,0,,2026-03-08,93,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
41,0,,,,0,0,,2026-03-08,15,0,,,,,,,,Bizon,,0,0,0,0,0,0,0,,,,
63,0,,,,0,0,,2026-03-08,75,0,,,,,,,,Bizon,,594,0,334,0,0,49,0,,,,
65,0,,,,0,0,,2026-03-08,40,441,,,,,,,,Bizon,,429,0,339,0,0,400,386,,,,
73,0,,,,0,0,,2026-03-08,39,600,,,,,,,,Bizon,,186,1,512,0,0,390,390,,,,
67,0,,,,0,0,,2026-03-08,70,6373,,,,,,,,Bizon,,101,0,323,0,0,700,700,,,,
12,0,,,,0,0,,2026-03-08,35,448,,,,,,,,Bizon,,345,0,416,0,0,350,350,,,,
74,0,,,,0,0,,2026-03-08,75,0,,,,,,,,Bizon,,143,0,70,0,0,350,349,,,,
79,0,,,,0,0,,2026-03-08,40,331,,,,,,,,Bizon,,213,0,137,0,0,10,348,,,,
76,0,,,,0,0,,2026-03-08,40,0,,,,,,,,Bizon,,329,1,92,0,0,273,8,,,,
82,0,,,,0,0,,2026-03-08,30,2034,,,,,,,,Bizon,,53,0,47,0,0,300,300,,,,
